nodeID,dti_fa,tractID
1,0.4019776285,ATR_L_fa
2,0.1836009175,ATR_L_fa
3,0.4161215127,ATR_L_fa
4,0.442972064,ATR_L_fa
5,0.4332052469,ATR_L_fa
6,0.2620317638,ATR_L_fa
7,0.3504369855,ATR_L_fa
8,0.426371783,ATR_L_fa
9,0.3262723088,ATR_L_fa
10,0.3577030301,ATR_L_fa
11,0.3425391316,ATR_L_fa
12,0.2560330331,ATR_L_fa
13,0.3398634195,ATR_L_fa
14,0.2723652422,ATR_L_fa
15,0.4535117745,ATR_L_fa
16,0.530602932,ATR_L_fa
17,0.4425282776,ATR_L_fa
18,0.3035552502,ATR_L_fa
19,0.4141735733,ATR_L_fa
20,0.524671793,ATR_L_fa
21,0.3282729685,ATR_L_fa
22,0.3482461274,ATR_L_fa
23,0.3470131159,ATR_L_fa
24,0.2710145116,ATR_L_fa
25,0.3779068887,ATR_L_fa
26,0.470969975,ATR_L_fa
27,0.4106602967,ATR_L_fa
28,0.212375015,ATR_L_fa
29,0.3485275805,ATR_L_fa
30,0.5969564319,ATR_L_fa
31,0.2731868327,ATR_L_fa
32,0.4246822,ATR_L_fa
33,0.4419288039,ATR_L_fa
34,0.5078986287,ATR_L_fa
35,0.2984894514,ATR_L_fa
36,0.302126199,ATR_L_fa
37,0.397374928,ATR_L_fa
38,0.3686722517,ATR_L_fa
39,0.5049415827,ATR_L_fa
40,0.3975121379,ATR_L_fa
41,0.3782317638,ATR_L_fa
42,0.3770980537,ATR_L_fa
43,0.3306617141,ATR_L_fa
44,0.4796388745,ATR_L_fa
45,0.4574189186,ATR_L_fa
46,0.3819104135,ATR_L_fa
47,0.5798799396,ATR_L_fa
48,0.1128069162,ATR_L_fa
49,0.3100476563,ATR_L_fa
50,0.2223156393,ATR_L_fa
51,0.2751222849,ATR_L_fa
52,0.4371034503,ATR_L_fa
53,0.2046611011,ATR_L_fa
54,0.2410463989,ATR_L_fa
55,0.1156884283,ATR_L_fa
56,0.5000603199,ATR_L_fa
57,0.3360784948,ATR_L_fa
58,0.3967223167,ATR_L_fa
59,0.3830288053,ATR_L_fa
60,0.3577909172,ATR_L_fa
61,0.3329463601,ATR_L_fa
62,0.3425757587,ATR_L_fa
63,0.4390355051,ATR_L_fa
64,0.3617016077,ATR_L_fa
65,0.1523618102,ATR_L_fa
66,0.5059291124,ATR_L_fa
67,0.4933778346,ATR_L_fa
68,0.3886009157,ATR_L_fa
69,0.2730421424,ATR_L_fa
70,0.4369720519,ATR_L_fa
71,0.4558833838,ATR_L_fa
72,0.4373423755,ATR_L_fa
73,0.3458672464,ATR_L_fa
74,0.3678306043,ATR_L_fa
75,0.2938501537,ATR_L_fa
76,0.2543738484,ATR_L_fa
77,0.4399793148,ATR_L_fa
78,0.3423784673,ATR_L_fa
79,0.3540643752,ATR_L_fa
80,0.2560985386,ATR_L_fa
81,0.2492549568,ATR_L_fa
82,0.3249054253,ATR_L_fa
83,0.3405284882,ATR_L_fa
84,0.1873911917,ATR_L_fa
85,0.2426911891,ATR_L_fa
86,0.3197237849,ATR_L_fa
87,0.1970083565,ATR_L_fa
88,0.3778918087,ATR_L_fa
89,0.366239816,ATR_L_fa
90,0.384404242,ATR_L_fa
91,0.4121336937,ATR_L_fa
92,0.4312823713,ATR_L_fa
93,0.4039280713,ATR_L_fa
94,0.2327100486,ATR_L_fa
95,0.1521641314,ATR_L_fa
96,0.3232035041,ATR_L_fa
97,0.5246700644,ATR_L_fa
98,0.4329469502,ATR_L_fa
99,0.446937412,ATR_L_fa
100,0.3653188646,ATR_L_fa
1,0.2113493979,ATR_R_fa
2,0.3029889166,ATR_R_fa
3,0.520077765,ATR_R_fa
4,0.3560314178,ATR_R_fa
5,0.4815408587,ATR_R_fa
6,0.4427162409,ATR_R_fa
7,0.4838618338,ATR_R_fa
8,0.211745441,ATR_R_fa
9,0.1771265566,ATR_R_fa
10,0.337461859,ATR_R_fa
11,0.4269622266,ATR_R_fa
12,0.5210235119,ATR_R_fa
13,0.3238226771,ATR_R_fa
14,0.2026781887,ATR_R_fa
15,0.4997053444,ATR_R_fa
16,0.4402477145,ATR_R_fa
17,0.4253272116,ATR_R_fa
18,0.1341687888,ATR_R_fa
19,0.4666067958,ATR_R_fa
20,0.4394660592,ATR_R_fa
21,0.4689167142,ATR_R_fa
22,0.4667054713,ATR_R_fa
23,0.1656339318,ATR_R_fa
24,0.2653187215,ATR_R_fa
25,0.2889381945,ATR_R_fa
26,0.3023757041,ATR_R_fa
27,0.5576530099,ATR_R_fa
28,0.4937410057,ATR_R_fa
29,0.3073402941,ATR_R_fa
30,0.1896962821,ATR_R_fa
31,0.2536670566,ATR_R_fa
32,0.3042990565,ATR_R_fa
33,0.3243367076,ATR_R_fa
34,0.4991300106,ATR_R_fa
35,0.4304998815,ATR_R_fa
36,0.4577601552,ATR_R_fa
37,0.366542846,ATR_R_fa
38,0.2770850062,ATR_R_fa
39,0.2507891059,ATR_R_fa
40,0.2399397045,ATR_R_fa
41,0.1588419229,ATR_R_fa
42,0.42185238,ATR_R_fa
43,0.1380453855,ATR_R_fa
44,0.4754220247,ATR_R_fa
45,0.349529773,ATR_R_fa
46,0.3273407519,ATR_R_fa
47,0.3445603848,ATR_R_fa
48,0.4562466443,ATR_R_fa
49,0.2552549243,ATR_R_fa
50,0.295014739,ATR_R_fa
51,0.3604632318,ATR_R_fa
52,0.3123559356,ATR_R_fa
53,0.3971174955,ATR_R_fa
54,0.3044941127,ATR_R_fa
55,0.6067935228,ATR_R_fa
56,0.3424088061,ATR_R_fa
57,0.2565740347,ATR_R_fa
58,0.3553230166,ATR_R_fa
59,0.2690122128,ATR_R_fa
60,0.1602989137,ATR_R_fa
61,0.3194493353,ATR_R_fa
62,0.207793057,ATR_R_fa
63,0.5212006569,ATR_R_fa
64,0.3542632759,ATR_R_fa
65,0.4884011447,ATR_R_fa
66,0.3305109143,ATR_R_fa
67,0.4244737029,ATR_R_fa
68,0.3189948499,ATR_R_fa
69,0.1663807631,ATR_R_fa
70,0.3501387835,ATR_R_fa
71,0.2669395804,ATR_R_fa
72,0.4739131629,ATR_R_fa
73,0.2503258586,ATR_R_fa
74,0.4929193854,ATR_R_fa
75,0.3642344773,ATR_R_fa
76,0.4688200951,ATR_R_fa
77,0.4808237553,ATR_R_fa
78,0.4348295331,ATR_R_fa
79,0.5706228614,ATR_R_fa
80,0.3660798371,ATR_R_fa
81,0.2249864042,ATR_R_fa
82,0.1751532555,ATR_R_fa
83,0.5730050802,ATR_R_fa
84,0.2964641154,ATR_R_fa
85,0.3780853152,ATR_R_fa
86,0.3094695807,ATR_R_fa
87,0.3792811036,ATR_R_fa
88,0.3193131387,ATR_R_fa
89,0.1515442729,ATR_R_fa
90,0.4987530112,ATR_R_fa
91,0.2469978333,ATR_R_fa
92,0.197379306,ATR_R_fa
93,0.5301273465,ATR_R_fa
94,0.3798560798,ATR_R_fa
95,0.3033257723,ATR_R_fa
96,0.2966167927,ATR_R_fa
97,0.3348827064,ATR_R_fa
98,0.2479167581,ATR_R_fa
99,0.278901428,ATR_R_fa
100,0.5489313602,ATR_R_fa
1,0.6153433323,CGC_L_fa
2,0.3258212209,CGC_L_fa
3,0.4452478588,CGC_L_fa
4,0.2621511519,CGC_L_fa
5,0.3899881244,CGC_L_fa
6,0.1805961728,CGC_L_fa
7,0.5963693261,CGC_L_fa
8,0.3482611477,CGC_L_fa
9,0.378308773,CGC_L_fa
10,0.4748770297,CGC_L_fa
11,0.1675734073,CGC_L_fa
12,0.1920515001,CGC_L_fa
13,0.2748449743,CGC_L_fa
14,0.199792102,CGC_L_fa
15,0.1057973653,CGC_L_fa
16,0.4205175936,CGC_L_fa
17,0.5063226223,CGC_L_fa
18,0.1751034707,CGC_L_fa
19,0.3652709126,CGC_L_fa
20,0.4417823553,CGC_L_fa
21,0.1308843046,CGC_L_fa
22,0.3831717372,CGC_L_fa
23,0.3773925006,CGC_L_fa
24,0.5140697956,CGC_L_fa
25,0.3752093315,CGC_L_fa
26,0.07393024862,CGC_L_fa
27,0.4656839371,CGC_L_fa
28,0.5114808679,CGC_L_fa
29,0.1234897748,CGC_L_fa
30,0.5336869955,CGC_L_fa
31,0.1094145626,CGC_L_fa
32,0.2173081636,CGC_L_fa
33,0.3690572977,CGC_L_fa
34,0.4666750729,CGC_L_fa
35,0.5201635957,CGC_L_fa
36,0.4480311573,CGC_L_fa
37,0.3825018406,CGC_L_fa
38,0.304938674,CGC_L_fa
39,0.4856767058,CGC_L_fa
40,0.4850710034,CGC_L_fa
41,0.3685361445,CGC_L_fa
42,0.4905399978,CGC_L_fa
43,0.1803132445,CGC_L_fa
44,0.578292191,CGC_L_fa
45,0.2443778366,CGC_L_fa
46,0.3162665963,CGC_L_fa
47,0.36564973,CGC_L_fa
48,0.3331817389,CGC_L_fa
49,0.297116071,CGC_L_fa
50,0.5183306932,CGC_L_fa
51,0.4014671147,CGC_L_fa
52,0.4666193426,CGC_L_fa
53,0.5278001428,CGC_L_fa
54,0.3682119846,CGC_L_fa
55,0.1234098151,CGC_L_fa
56,0.4278363883,CGC_L_fa
57,0.4343263507,CGC_L_fa
58,0.1492178887,CGC_L_fa
59,0.5311298966,CGC_L_fa
60,0.1095267907,CGC_L_fa
61,0.3409650624,CGC_L_fa
62,0.4306705296,CGC_L_fa
63,0.1931101978,CGC_L_fa
64,0.6433801651,CGC_L_fa
65,0.4775702953,CGC_L_fa
66,0.2641513646,CGC_L_fa
67,0.1719844341,CGC_L_fa
68,0.3817231059,CGC_L_fa
69,0.3209239841,CGC_L_fa
70,0.3007995486,CGC_L_fa
71,0.2367498875,CGC_L_fa
72,0.1597124636,CGC_L_fa
73,0.1584526449,CGC_L_fa
74,0.2556478679,CGC_L_fa
75,0.4098398387,CGC_L_fa
76,0.4351653159,CGC_L_fa
77,0.3654107749,CGC_L_fa
78,0.4569966793,CGC_L_fa
79,0.2635028362,CGC_L_fa
80,0.3369080126,CGC_L_fa
81,0.3479127586,CGC_L_fa
82,0.3932268322,CGC_L_fa
83,0.2063476294,CGC_L_fa
84,0.3989052474,CGC_L_fa
85,0.3522365689,CGC_L_fa
86,0.2596963346,CGC_L_fa
