nodeID,dti_fa,tractID
1,0.08049407601,ATR_L_fa
2,0.3116416037,ATR_L_fa
3,0.5055738091,ATR_L_fa
4,0.4489493668,ATR_L_fa
5,0.2654211223,ATR_L_fa
6,0.3610180318,ATR_L_fa
7,0.4910891056,ATR_L_fa
8,0.3737291694,ATR_L_fa
9,0.3435212374,ATR_L_fa
10,0.32146433,ATR_L_fa
11,0.4076828659,ATR_L_fa
12,0.2938895822,ATR_L_fa
13,0.341393739,ATR_L_fa
14,0.2746521533,ATR_L_fa
15,0.3981302381,ATR_L_fa
16,0.2374139279,ATR_L_fa
17,0.3336905539,ATR_L_fa
18,0.4232170284,ATR_L_fa
19,0.1924590319,ATR_L_fa
20,0.2960565984,ATR_L_fa
21,0.3527350724,ATR_L_fa
22,0.2625406682,ATR_L_fa
23,0.3188134432,ATR_L_fa
24,0.175042659,ATR_L_fa
25,0.1112814471,ATR_L_fa
26,0.2776047587,ATR_L_fa
27,0.2894287705,ATR_L_fa
28,0.2904865742,ATR_L_fa
29,0.3253642619,ATR_L_fa
30,0.4164734185,ATR_L_fa
31,0.2496772259,ATR_L_fa
32,0.1712120026,ATR_L_fa
33,0.3267485201,ATR_L_fa
34,0.2807424366,ATR_L_fa
35,0.3619325757,ATR_L_fa
36,0.2997654676,ATR_L_fa
37,0.4353289306,ATR_L_fa
38,0.4267077148,ATR_L_fa
39,0.3521368504,ATR_L_fa
40,0.3284827471,ATR_L_fa
41,0.3460983932,ATR_L_fa
42,0.3073850572,ATR_L_fa
43,0.3208920062,ATR_L_fa
44,0.3039027154,ATR_L_fa
45,0.2804047465,ATR_L_fa
46,0.306068331,ATR_L_fa
47,0.3075042069,ATR_L_fa
48,0.1964245588,ATR_L_fa
49,0.3135489225,ATR_L_fa
50,0.3847108483,ATR_L_fa
51,0.4681366086,ATR_L_fa
52,0.3258756101,ATR_L_fa
53,0.214462474,ATR_L_fa
54,0.3492797613,ATR_L_fa
55,0.2921503484,ATR_L_fa
56,0.3184137046,ATR_L_fa
57,0.2537122071,ATR_L_fa
58,0.2517914772,ATR_L_fa
59,0.2524599731,ATR_L_fa
60,0.2416387498,ATR_L_fa
61,0.2706982493,ATR_L_fa
62,0.2757275701,ATR_L_fa
63,0.573761642,ATR_L_fa
64,0.4352734387,ATR_L_fa
65,0.3514232039,ATR_L_fa
66,0.3047359586,ATR_L_fa
67,0.2741002738,ATR_L_fa
68,0.3188280761,ATR_L_fa
69,0.2585409284,ATR_L_fa
70,0.3322033584,ATR_L_fa
71,0.2330842465,ATR_L_fa
72,0.4625551403,ATR_L_fa
73,0.2271166891,ATR_L_fa
74,0.3069327474,ATR_L_fa
75,0.2423996031,ATR_L_fa
76,0.3403954804,ATR_L_fa
77,0.2700016201,ATR_L_fa
78,0.2849657834,ATR_L_fa
79,0.2642273009,ATR_L_fa
