nodeID,dti_fa,tractID
1,0.1647053808,ATR_L_fa
2,0.3589716554,ATR_L_fa
3,0.1754721552,ATR_L_fa
4,0.2689349353,ATR_L_fa
5,0.2629212141,ATR_L_fa
6,0.2657485306,ATR_L_fa
7,0.1061404794,ATR_L_fa
8,0.3021737635,ATR_L_fa
9,0.2027156204,ATR_L_fa
10,0.3383665979,ATR_L_fa
11,0.2556555867,ATR_L_fa
12,0.1226688474,ATR_L_fa
13,0.1073401198,ATR_L_fa
14,0.3173857629,ATR_L_fa
15,0.2709278464,ATR_L_fa
16,0.3602622449,ATR_L_fa
17,0.2149338126,ATR_L_fa
18,0.113429904,ATR_L_fa
19,0.2727495134,ATR_L_fa
20,0.4225894809,ATR_L_fa
21,0.237157315,ATR_L_fa
22,0.2686598301,ATR_L_fa
23,0.2639557421,ATR_L_fa
24,0.1698782593,ATR_L_fa
25,0.3960209787,ATR_L_fa
26,0.2783260047,ATR_L_fa
27,0.2884673774,ATR_L_fa
28,0.3957265615,ATR_L_fa
29,0.2362555861,ATR_L_fa
30,0.2465711236,ATR_L_fa
31,0.2880261838,ATR_L_fa
32,0.1982337087,ATR_L_fa
33,0.1876382232,ATR_L_fa
34,0.3268706799,ATR_L_fa
35,0.3185246289,ATR_L_fa
36,0.2862392962,ATR_L_fa
37,0.1054063141,ATR_L_fa
38,0.09286113828,ATR_L_fa
39,0.266875416,ATR_L_fa
40,0.186092332,ATR_L_fa
41,0.1220764369,ATR_L_fa
42,0.4343971312,ATR_L_fa
43,0.1795835346,ATR_L_fa
44,0.186811015,ATR_L_fa
45,0.2351049632,ATR_L_fa
46,0.3445800543,ATR_L_fa
47,0.4217567742,ATR_L_fa
48,0.2196828425,ATR_L_fa
49,0.2244206667,ATR_L_fa
50,0.2587470114,ATR_L_fa
51,0.1819040179,ATR_L_fa
52,0.2221515477,ATR_L_fa
53,0.3181502223,ATR_L_fa
54,0.3864555955,ATR_L_fa
55,0.2743737996,ATR_L_fa
56,0.1323386133,ATR_L_fa
57,0.19080773,ATR_L_fa
58,0.323256582,ATR_L_fa
59,0.1731485873,ATR_L_fa
60,0.2827498615,ATR_L_fa
61,0.3182356358,ATR_L_fa
62,0.2219159305,ATR_L_fa
63,0.1792117506,ATR_L_fa
