nodeID,dti_fa,tractID
1,0.311106354,ATR_L_fa
2,0.2974230647,ATR_L_fa
3,0.3218448162,ATR_L_fa
4,0.4189220071,ATR_L_fa
5,0.4870387912,ATR_L_fa
6,0.3433169127,ATR_L_fa
7,0.2533098459,ATR_L_fa
8,0.6141482592,ATR_L_fa
9,0.3090673387,ATR_L_fa
10,0.4187043309,ATR_L_fa
11,0.4142984748,ATR_L_fa
12,0.3917630017,ATR_L_fa
13,0.4073466063,ATR_L_fa
14,0.2910742164,ATR_L_fa
15,0.274743557,ATR_L_fa
16,0.4431908429,ATR_L_fa
17,0.3143647313,ATR_L_fa
18,0.3774112463,ATR_L_fa
19,0.5168539286,ATR_L_fa
20,0.4863713682,ATR_L_fa
21,0.2752485573,ATR_L_fa
22,0.3476436734,ATR_L_fa
23,0.2486420572,ATR_L_fa
24,0.4669419527,ATR_L_fa
25,0.4863051176,ATR_L_fa
26,0.4299048483,ATR_L_fa
27,0.4350153208,ATR_L_fa
28,0.5881399512,ATR_L_fa
29,0.2269042134,ATR_L_fa
30,0.3449075818,ATR_L_fa
31,0.4495905042,ATR_L_fa
32,0.3653768003,ATR_L_fa
33,0.3840487003,ATR_L_fa
34,0.3527303934,ATR_L_fa
35,0.2955286503,ATR_L_fa
36,0.2373125404,ATR_L_fa
37,0.4964121878,ATR_L_fa
38,0.1912481636,ATR_L_fa
39,0.3087803125,ATR_L_fa
40,0.3440160751,ATR_L_fa
41,0.5055812597,ATR_L_fa
42,0.3141893446,ATR_L_fa
43,0.2394115776,ATR_L_fa
44,0.3807059526,ATR_L_fa
45,0.2173124105,ATR_L_fa
46,0.5721353889,ATR_L_fa
47,0.3809847236,ATR_L_fa
48,0.4484258294,ATR_L_fa
49,0.3206315041,ATR_L_fa
50,0.3846091032,ATR_L_fa
51,0.3430190682,ATR_L_fa
52,0.4063841105,ATR_L_fa
53,0.2939181626,ATR_L_fa
54,0.4098966718,ATR_L_fa
55,0.1444165558,ATR_L_fa
56,0.2845019698,ATR_L_fa
57,0.3308766186,ATR_L_fa
58,0.3283822536,ATR_L_fa
59,0.3013029993,ATR_L_fa
60,0.3262231648,ATR_L_fa
61,0.3461054862,ATR_L_fa
62,0.459995389,ATR_L_fa
63,0.1286291927,ATR_L_fa
64,0.3117875457,ATR_L_fa
65,0.3193123341,ATR_L_fa
66,0.4572381377,ATR_L_fa
67,0.3043061793,ATR_L_fa
68,0.3025738001,ATR_L_fa
69,0.4507603943,ATR_L_fa
70,0.3824857473,ATR_L_fa
71,0.3273589015,ATR_L_fa
72,0.3171465099,ATR_L_fa
73,0.3359885514,ATR_L_fa
74,0.4374841452,ATR_L_fa
75,0.3142237663,ATR_L_fa
76,0.435793817,ATR_L_fa
77,0.3967004418,ATR_L_fa
78,0.2544313669,ATR_L_fa
79,0.3485921323,ATR_L_fa
80,0.2777602077,ATR_L_fa
81,0.3634285629,ATR_L_fa
82,0.194835946,ATR_L_fa
83,0.3873036504,ATR_L_fa
84,0.5255947113,ATR_L_fa
85,0.2861381769,ATR_L_fa
86,0.3098220229,ATR_L_fa
87,0.3233590722,ATR_L_fa
88,0.4292247593,ATR_L_fa
89,0.3556021452,ATR_L_fa
90,0.3232633173,ATR_L_fa
91,0.330498755,ATR_L_fa
92,0.3453483284,ATR_L_fa
93,0.4234467447,ATR_L_fa
94,0.2953110635,ATR_L_fa
95,0.2054728568,ATR_L_fa
96,0.23509565,ATR_L_fa
97,0.4812137783,ATR_L_fa
98,0.3255293667,ATR_L_fa
99,0.3914819658,ATR_L_fa
100,0.1821414083,ATR_L_fa
1,0.3470914662,ATR_R_fa
2,0.1999573261,ATR_R_fa
3,0.3177138865,ATR_R_fa
4,0.2772853971,ATR_R_fa
5,0.388276726,ATR_R_fa
6,0.1813225746,ATR_R_fa
7,0.3902261257,ATR_R_fa
8,0.3640562296,ATR_R_fa
9,0.07561633736,ATR_R_fa
10,0.3127595186,ATR_R_fa
11,0.2955923378,ATR_R_fa
12,0.1648556888,ATR_R_fa
13,0.3149780929,ATR_R_fa
14,0.2991505563,ATR_R_fa
15,0.3618106842,ATR_R_fa
16,0.1387815326,ATR_R_fa
17,0.3366499841,ATR_R_fa
18,0.3024161756,ATR_R_fa
19,0.2430344671,ATR_R_fa
20,0.1302696317,ATR_R_fa
21,0.1221898645,ATR_R_fa
22,0.1439273059,ATR_R_fa
23,0.3692106903,ATR_R_fa
24,0.3349939585,ATR_R_fa
25,0.3152975738,ATR_R_fa
26,0.3298114538,ATR_R_fa
27,0.4328365922,ATR_R_fa
28,0.3248254359,ATR_R_fa
29,0.2132941186,ATR_R_fa
30,0.3554185033,ATR_R_fa
31,0.4422737658,ATR_R_fa
32,0.3489458561,ATR_R_fa
33,0.3941767514,ATR_R_fa
34,0.33765167,ATR_R_fa
35,0.3710442185,ATR_R_fa
36,0.3938988447,ATR_R_fa
37,0.356615752,ATR_R_fa
38,0.3590082228,ATR_R_fa
39,0.2952982187,ATR_R_fa
40,0.1576683819,ATR_R_fa
41,0.3327691257,ATR_R_fa
42,0.3759981394,ATR_R_fa
43,0.2368779182,ATR_R_fa
44,0.1563563198,ATR_R_fa
45,0.3172420263,ATR_R_fa
46,0.2951218486,ATR_R_fa
47,0.3851318359,ATR_R_fa
48,0.1446027011,ATR_R_fa
49,0.3409435749,ATR_R_fa
50,0.2751483917,ATR_R_fa
51,0.268867135,ATR_R_fa
52,0.1311445236,ATR_R_fa
53,0.2799600065,ATR_R_fa
54,0.3966397941,ATR_R_fa
55,0.2174528241,ATR_R_fa
56,0.3053641915,ATR_R_fa
57,0.295451194,ATR_R_fa
58,0.3648366034,ATR_R_fa
59,0.3137900531,ATR_R_fa
60,0.1746630818,ATR_R_fa
61,0.1353011727,ATR_R_fa
62,0.3620751798,ATR_R_fa
63,0.1126937792,ATR_R_fa
64,0.3286162913,ATR_R_fa
65,0.1740305275,ATR_R_fa
66,0.3418394029,ATR_R_fa
67,0.2712085247,ATR_R_fa
68,0.2838444412,ATR_R_fa
69,0.3347931802,ATR_R_fa
70,0.2769455016,ATR_R_fa
71,0.3763644397,ATR_R_fa
72,0.08126892149,ATR_R_fa
73,0.4812144637,ATR_R_fa
74,0.1978509724,ATR_R_fa
75,0.1493057758,ATR_R_fa
76,0.2288804799,ATR_R_fa
77,0.3167726398,ATR_R_fa
78,0.4221673906,ATR_R_fa
79,0.3444533646,ATR_R_fa
80,0.463173002,ATR_R_fa
81,0.1930598021,ATR_R_fa
82,0.3477818072,ATR_R_fa
83,0.3313337862,ATR_R_fa
84,0.3020913601,ATR_R_fa
85,0.3577162921,ATR_R_fa
86,0.4049621224,ATR_R_fa
87,0.1342948079,ATR_R_fa
88,0.1103965491,ATR_R_fa
89,0.3438656032,ATR_R_fa
90,0.2525318861,ATR_R_fa
91,0.3825351,ATR_R_fa
92,0.1798266321,ATR_R_fa
93,0.2494705915,ATR_R_fa
94,0.1153124571,ATR_R_fa
95,0.1969922185,ATR_R_fa
96,0.3988361657,ATR_R_fa
97,0.2812139392,ATR_R_fa
98,0.2684105039,ATR_R_fa
99,0.4285818338,ATR_R_fa
100,0.3191484511,ATR_R_fa
1,0.5183094144,CGC_L_fa
2,0.2871802449,CGC_L_fa
3,0.5819593072,CGC_L_fa
4,0.5077144504,CGC_L_fa
5,0.124021396,CGC_L_fa
6,0.4517596066,CGC_L_fa
7,0.4780419171,CGC_L_fa
8,0.571549058,CGC_L_fa
9,0.5092737079,CGC_L_fa
10,0.3824592829,CGC_L_fa
11,0.4376324415,CGC_L_fa
12,0.4383379817,CGC_L_fa
13,0.3705876768,CGC_L_fa
14,0.4609709382,CGC_L_fa
15,0.4923710525,CGC_L_fa
16,0.4280889332,CGC_L_fa
17,0.4812194705,CGC_L_fa
18,0.3943577111,CGC_L_fa
19,0.4474129081,CGC_L_fa
20,0.2835714221,CGC_L_fa
21,0.5088003278,CGC_L_fa
22,0.391215682,CGC_L_fa
23,0.1666785181,CGC_L_fa
24,0.3343433738,CGC_L_fa
25,0.4975360334,CGC_L_fa
26,0.5081849694,CGC_L_fa
27,0.06806650013,CGC_L_fa
28,0.3806816638,CGC_L_fa
29,0.3138118088,CGC_L_fa
30,0.2788869143,CGC_L_fa
31,0.3448055983,CGC_L_fa
32,0.4048446119,CGC_L_fa
33,0.2361675799,CGC_L_fa
34,0.4558817744,CGC_L_fa
35,0.3763799369,CGC_L_fa
36,0.1545761079,CGC_L_fa
37,0.1707531214,CGC_L_fa
38,0.4889932871,CGC_L_fa
39,0.3733364642,CGC_L_fa
40,0.493270725,CGC_L_fa
41,0.4003019035,CGC_L_fa
42,0.5174042583,CGC_L_fa
43,0.2575822771,CGC_L_fa
44,0.2529068589,CGC_L_fa
45,0.3071729243,CGC_L_fa
