nodeID,dti_fa,tractID
1,0.3841868341,ATR_L_fa
2,0.3720517159,ATR_L_fa
3,0.3608517349,ATR_L_fa
4,0.230577901,ATR_L_fa
5,0.4597536623,ATR_L_fa
6,0.4743213952,ATR_L_fa
7,0.4757511914,ATR_L_fa
8,0.4879634082,ATR_L_fa
9,0.4966747761,ATR_L_fa
10,0.2803430855,ATR_L_fa
11,0.4005181789,ATR_L_fa
12,0.4141872227,ATR_L_fa
13,0.3952281773,ATR_L_fa
14,0.312643826,ATR_L_fa
15,0.1602092385,ATR_L_fa
16,0.3402022719,ATR_L_fa
17,0.09623608738,ATR_L_fa
18,0.2028068751,ATR_L_fa
19,0.4172065556,ATR_L_fa
20,0.3159941137,ATR_L_fa
21,0.3647945821,ATR_L_fa
22,0.4139549732,ATR_L_fa
23,0.3525668085,ATR_L_fa
24,0.2564694285,ATR_L_fa
25,0.2230018824,ATR_L_fa
26,0.4677598774,ATR_L_fa
27,0.3460710049,ATR_L_fa
28,0.3207071424,ATR_L_fa
29,0.3321101964,ATR_L_fa
30,0.4194348752,ATR_L_fa
31,0.4996921718,ATR_L_fa
32,0.2695885897,ATR_L_fa
33,0.4103667438,ATR_L_fa
34,0.3351932466,ATR_L_fa
35,0.2323827147,ATR_L_fa
36,0.3417196572,ATR_L_fa
37,0.3196784854,ATR_L_fa
38,0.2707978189,ATR_L_fa
39,0.3860438168,ATR_L_fa
40,0.4685457349,ATR_L_fa
41,0.4985000193,ATR_L_fa
42,0.3201680779,ATR_L_fa
43,0.1749660969,ATR_L_fa
44,0.3853570819,ATR_L_fa
45,0.1847174168,ATR_L_fa
46,0.3649728298,ATR_L_fa
47,0.2185675353,ATR_L_fa
48,0.3699469864,ATR_L_fa
49,0.3776788414,ATR_L_fa
50,0.2253060937,ATR_L_fa
51,0.2828359306,ATR_L_fa
52,0.4274095893,ATR_L_fa
53,0.3446753025,ATR_L_fa
54,0.3811009824,ATR_L_fa
55,0.4640478492,ATR_L_fa
56,0.5459302664,ATR_L_fa
57,0.3773389161,ATR_L_fa
58,0.1525633931,ATR_L_fa
59,0.2125782222,ATR_L_fa
60,0.2322831303,ATR_L_fa
61,0.3152578771,ATR_L_fa
62,0.2656702697,ATR_L_fa
63,0.2218074203,ATR_L_fa
64,0.3056181073,ATR_L_fa
65,0.3312161863,ATR_L_fa
66,0.3294378817,ATR_L_fa
67,0.4835106432,ATR_L_fa
68,0.3396222293,ATR_L_fa
69,0.1782158762,ATR_L_fa
70,0.4754410088,ATR_L_fa
71,0.3977513611,ATR_L_fa
72,0.1350973547,ATR_L_fa
73,0.2935602665,ATR_L_fa
74,0.310110271,ATR_L_fa
75,0.5447716117,ATR_L_fa
76,0.3321499228,ATR_L_fa
77,0.3840542138,ATR_L_fa
78,0.3387070596,ATR_L_fa
79,0.390979588,ATR_L_fa
80,0.3092418909,ATR_L_fa
81,0.3833681643,ATR_L_fa
82,0.2767167389,ATR_L_fa
83,0.3920731843,ATR_L_fa
84,0.3724935055,ATR_L_fa
85,0.2158407867,ATR_L_fa
86,0.1623567492,ATR_L_fa
87,0.433388859,ATR_L_fa
88,0.2704815865,ATR_L_fa
89,0.2423286885,ATR_L_fa
90,0.4432077408,ATR_L_fa
91,0.2797498405,ATR_L_fa
92,0.4875232577,ATR_L_fa
93,0.4136849344,ATR_L_fa
94,0.3185358346,ATR_L_fa
95,0.3141526878,ATR_L_fa
96,0.2683213353,ATR_L_fa
97,0.3087208569,ATR_L_fa
98,0.1571258903,ATR_L_fa
99,0.3249127865,ATR_L_fa
100,0.4153186679,ATR_L_fa
1,0.2959417701,ATR_R_fa
2,0.1850943714,ATR_R_fa
3,0.2485314757,ATR_R_fa
4,0.4353873432,ATR_R_fa
5,0.5679247379,ATR_R_fa
6,0.3077958226,ATR_R_fa
7,0.3230848908,ATR_R_fa
8,0.2997283041,ATR_R_fa
9,0.1388769895,ATR_R_fa
10,0.2469068617,ATR_R_fa
11,0.3834688365,ATR_R_fa
12,0.3838062286,ATR_R_fa
13,0.4721328914,ATR_R_fa
14,0.4067688286,ATR_R_fa
15,0.3372545838,ATR_R_fa
16,0.3656823635,ATR_R_fa
17,0.4578306079,ATR_R_fa
18,0.3108310401,ATR_R_fa
19,0.278016746,ATR_R_fa
20,0.2929878533,ATR_R_fa
21,0.3600502908,ATR_R_fa
22,0.3710762262,ATR_R_fa
23,0.3073145449,ATR_R_fa
24,0.3161468208,ATR_R_fa
25,0.3593494892,ATR_R_fa
26,0.2824659646,ATR_R_fa
27,0.3327252865,ATR_R_fa
28,0.4814673364,ATR_R_fa
29,0.4333238304,ATR_R_fa
30,0.3230829239,ATR_R_fa
31,0.3915899396,ATR_R_fa
32,0.4876518846,ATR_R_fa
33,0.3866149187,ATR_R_fa
34,0.4263370335,ATR_R_fa
35,0.4003497064,ATR_R_fa
36,0.1390780807,ATR_R_fa
37,0.6350108981,ATR_R_fa
38,0.4716533422,ATR_R_fa
39,0.3516750336,ATR_R_fa
40,0.3567674756,ATR_R_fa
41,0.3276197016,ATR_R_fa
42,0.3266394734,ATR_R_fa
43,0.09378178418,ATR_R_fa
44,0.3999294937,ATR_R_fa
45,0.2292627096,ATR_R_fa
46,0.4533574283,ATR_R_fa
47,0.2949033976,ATR_R_fa
48,0.4073079526,ATR_R_fa
49,0.3429056704,ATR_R_fa
50,0.4349290431,ATR_R_fa
51,0.290792793,ATR_R_fa
52,0.35594064,ATR_R_fa
53,0.3299599588,ATR_R_fa
54,0.3409096897,ATR_R_fa
55,0.3105841279,ATR_R_fa
56,0.3434451818,ATR_R_fa
57,0.3762256503,ATR_R_fa
58,0.2648698092,ATR_R_fa
59,0.2826163471,ATR_R_fa
60,0.3757637441,ATR_R_fa
61,0.3786712289,ATR_R_fa
62,0.3729817569,ATR_R_fa
63,0.2113606185,ATR_R_fa
64,0.4334006608,ATR_R_fa
65,0.4139700532,ATR_R_fa
66,0.3362873793,ATR_R_fa
67,0.3706920147,ATR_R_fa
68,0.2869327068,ATR_R_fa
69,0.1709164232,ATR_R_fa
70,0.4174614549,ATR_R_fa
71,0.5028516054,ATR_R_fa
